price_date;base_precio;base_dif;base_dif_per;punta_precio;punta_dif;punta_dif_per;emission_date;create_time
Day 1-Jul-2022;363.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 2-Jul-2022;347.73;-20.31;-12.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 3-Jul-2022;330.65;-17.97;-12.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 4-Jul-2022;349.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 5-Jul-2022;349.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 6-Jul-2022;349.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 7-Jul-2022;349.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 8-Jul-2022;349.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 9-Jul-2022;335.65;-20.31;-13.02;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 10-Jul-2022;319.97;-17.97;-13.03;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 11-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 12-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 13-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 14-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 15-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 16-Jul-2022;335.1;-19.79;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 17-Jul-2022;319.48;-17.51;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 18-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 19-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 20-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 21-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 22-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 23-Jul-2022;335.1;-19.79;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 24-Jul-2022;319.48;-17.51;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 25-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 26-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 27-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 28-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 29-Jul-2022;349.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 30-Jul-2022;335.1;-19.79;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 31-Jul-2022;319.48;-17.51;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Weekend 23-2022;375.07;0.0;0.0;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Weekend 24-2022;341.97;-19.14;-11.88;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Weekend 25-2022;341.85;-19.15;-11.89;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Weekend 26-2022;339.19;-19.14;-12.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Week 24-2022;359.43;-21.5;-11.88;168.45;-22.72;-11.88;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Week 25-2022;359.31;-21.5;-11.89;168.33;-22.72;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Week 26-2022;356.32;-21.5;-12.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Week 27-2022;343.54;-21.5;-13.03;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Month Jul-2022;343.5;-21.0;-12.77;151.62;-22.19;-12.77;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Month Aug-2022;340.5;-9.5;-6.33;148.45;-10.04;-6.33;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Month Sep-2022;342.0;-11.3;-7.37;150.04;-11.94;-7.37;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Month Oct-2022;340.0;-13.39;-8.73;147.92;-14.15;-8.73;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Month Nov-2022;334.89;-10.53;-7.24;142.52;-11.13;-7.24;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Month Dec-2022;340.49;-10.54;-6.98;148.44;-11.14;-6.98;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Quarter 3-2022;342.0;-13.96;-8.95;150.04;-14.75;-8.95;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Quarter 4-2022;338.5;-11.5;-7.67;146.34;-12.15;-7.67;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Quarter 1-2023;352.0;-9.0;-5.59;160.6;-9.51;-5.59;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Quarter 2-2023;347.0;-5.0;-3.29;155.32;-5.28;-3.29;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Quarter 3-2023;354.45;3.9;2.59;163.19;4.12;2.59;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Quarter 4-2023;358.46;3.9;2.52;167.43;4.12;2.52;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Quarter 1-2024;309.24;1.0;0.92;115.42;1.05;0.92;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Quarter 2-2024;391.05;1.0;1.11;96.2;1.05;1.1;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2023;353.0;-1.5;-0.97;161.66;-1.59;-0.97;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2024;302.0;1.0;0.99;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2025;373.0;1.0;1.39;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2026;358.0;-1.0;-1.69;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2027;350.5;-1.0;-1.94;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2028;346.8;-1.0;-2.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2029;345.8;-1.0;-2.14;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2030;345.45;-1.0;-2.15;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2031;345.3;-1.0;-2.16;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Year 2032;345.15;-1.0;-2.17;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
